"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","3/80","70/18870",0.00327459848164337,0.0107457326342713,0.00542813422682644,"IFNG/IL10/SOD2",3
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","3/80","70/18870",0.00327459848164337,0.0107457326342713,0.00542813422682644,"FASLG/MMP9/PLAUR",3
"GO:1902893","GO:1902893","regulation of miRNA transcription","3/80","70/18870",0.00327459848164337,0.0107457326342713,0.00542813422682644,"FOS/IL10/TNF",3
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","4/80","144/18870",0.00328397547027899,0.0107639289335049,0.00543732596442435,"IL1B/MMP9/TNF/THBS1",4
"GO:0051651","GO:0051651","maintenance of location in cell","5/80","237/18870",0.00335285491827062,0.0109747931725743,0.00554384260989307,"CXCL10/FASLG/CCL21/S100A8/CCR7",5
"GO:0045089","GO:0045089","positive regulation of innate immune response","6/80","343/18870",0.003356122226857,0.0109747931725743,0.00554384260989307,"CCL5/NFKBIA/TNF/HSPA1A/KLRC2/KLRK1",6
"GO:0042552","GO:0042552","myelination","4/80","145/18870",0.00336640539345806,0.0109828487226756,0.00554791181659204,"TNF/CXCR4/CLDN5/EGR2",4
"GO:0061008","GO:0061008","hepaticobiliary system development","4/80","145/18870",0.00336640539345806,0.0109828487226756,0.00554791181659204,"IL10/IL6/TNF/SOD2",4
"GO:0061614","GO:0061614","miRNA transcription","3/80","71/18870",0.0034087186381985,0.0111079937989554,0.00561112800621757,"FOS/IL10/TNF",3
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","5/80","238/18870",0.00341361501130493,0.0111110597529033,0.00561267675213641,"IL1B/TNF/CCL21/DUSP1/CCR7",5
"GO:0035296","GO:0035296","regulation of tube diameter","4/80","146/18870",0.00345023516363729,0.0112042896816846,0.00565977122066696,"EDN1/TNF/SOD2/ADM",4
"GO:0097746","GO:0097746","blood vessel diameter maintenance","4/80","146/18870",0.00345023516363729,0.0112042896816846,0.00565977122066696,"EDN1/TNF/SOD2/ADM",4
"GO:0071496","GO:0071496","cellular response to external stimulus","6/80","346/18870",0.00350234668066149,0.0113603831708754,0.00573862079194322,"ATF3/FOS/IL1B/PMAIP1/TNFRSF8/VCAM1",6
"GO:0007272","GO:0007272","ensheathment of neurons","4/80","147/18870",0.00353547620013216,0.0113696275920839,0.00574329054884828,"TNF/CXCR4/CLDN5/EGR2",4
"GO:0008366","GO:0008366","axon ensheathment","4/80","147/18870",0.00353547620013216,0.0113696275920839,0.00574329054884828,"TNF/CXCR4/CLDN5/EGR2",4
"GO:0035150","GO:0035150","regulation of tube size","4/80","147/18870",0.00353547620013216,0.0113696275920839,0.00574329054884828,"EDN1/TNF/SOD2/ADM",4
"GO:0071456","GO:0071456","cellular response to hypoxia","4/80","147/18870",0.00353547620013216,0.0113696275920839,0.00574329054884828,"EDN1/FOS/PMAIP1/EPAS1",4
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","2/80","21/18870",0.00353757725720232,0.0113696275920839,0.00574329054884828,"IL10/IL2",2
"GO:0010829","GO:0010829","negative regulation of glucose transmembrane transport","2/80","21/18870",0.00353757725720232,0.0113696275920839,0.00574329054884828,"IL1B/TNF",2
"GO:0035809","GO:0035809","regulation of urine volume","2/80","21/18870",0.00353757725720232,0.0113696275920839,0.00574329054884828,"EDN1/ADM",2
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","2/80","21/18870",0.00353757725720232,0.0113696275920839,0.00574329054884828,"CCL21/CCR7",2
"GO:0009988","GO:0009988","cell-cell recognition","3/80","72/18870",0.00354616106116331,0.0113841901952089,0.0057506467494113,"CCL21/PRF1/CCR7",3
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","3/80","73/18870",0.00368695133613433,0.0118091748041064,0.0059653248527985,"IFNG/IL6/TNF",3
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","3/80","73/18870",0.00368695133613433,0.0118091748041064,0.0059653248527985,"ATF3/FOS/EGR2",3
"GO:0060047","GO:0060047","heart contraction","5/80","243/18870",0.00372937946042255,0.011931465722468,0.00602709928383839,"EDN1/TNF/CXCR4/ADM/EPAS1",5
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","4/80","150/18870",0.00379978037894214,0.0121428704032406,0.00613388892978146,"CXCR4/ID1/EPAS1/G0S2",4
"GO:0035739","GO:0035739","CD4-positive, alpha-beta T cell proliferation","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"IL2/IL2RA",2
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"CD80/CD86",2
"GO:0051220","GO:0051220","cytoplasmic sequestering of protein","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"IL10/NFKBIA",2
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"IL10/ADM",2
"GO:2000561","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"IL2/IL2RA",2
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","2/80","22/18870",0.00388067327079542,0.0123173008109202,0.00622200127152213,"TNF/CLDN5",2
"GO:0001890","GO:0001890","placenta development","4/80","151/18870",0.00389077970615224,0.0123215334775441,0.00622413937446534,"IL10/LIF/ADM/EPAS1",4
"GO:0106106","GO:0106106","cold-induced thermogenesis","4/80","151/18870",0.00389077970615224,0.0123215334775441,0.00622413937446534,"CXCR4/ID1/EPAS1/G0S2",4
"GO:0002757","GO:0002757","immune response-activating signaling pathway","7/80","473/18870",0.00391243363490239,0.0123761554959919,0.00625173131798059,"NFKBIA/TNF/HSPA1A/KLRC2/KLRK1/C5AR1/CCR7",7
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","3/80","75/18870",0.00397867532188038,0.0125574145833281,0.00634329312110556,"MMP9/PMAIP1/PLAUR",3
"GO:0090559","GO:0090559","regulation of membrane permeability","3/80","75/18870",0.00397867532188038,0.0125574145833281,0.00634329312110556,"IER3/PMAIP1/HSPA1A",3
"GO:0031589","GO:0031589","cell-substrate adhesion","6/80","356/18870",0.00402424937855891,0.0126869994437396,0.00640875203768375,"PLAU/SERPINE1/VCAM1/CCL21/THBS1/CCR7",6
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","5/80","248/18870",0.00406561445629073,0.0128030392463236,0.00646736875982995,"CCL5/TNF/CCL21/THBS1/CCR7",5
"GO:2000242","GO:2000242","negative regulation of reproductive process","3/80","76/18870",0.00412965775467311,0.0129901552439829,0.0065618891416271,"DUSP1/LIF/TIMP1",3
"GO:0008037","GO:0008037","cell recognition","4/80","154/18870",0.00417262790224124,0.0131106395720309,0.00662275098577792,"CCL21/CXCR4/PRF1/CCR7",4
"GO:0002223","GO:0002223","stimulatory C-type lectin receptor signaling pathway","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"KLRC2/KLRK1",2
"GO:0010560","GO:0010560","positive regulation of glycoprotein biosynthetic process","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"CCL21/CCR7",2
"GO:0033139","GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"IFNG/LIF",2
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"IFNG/IL2",2
"GO:0060352","GO:0060352","cell adhesion molecule production","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"CXCL8/IL1B",2
"GO:0072574","GO:0072574","hepatocyte proliferation","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"IL6/TNF",2
"GO:0072575","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"IL6/TNF",2
"GO:1905709","GO:1905709","negative regulation of membrane permeability","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"IER3/HSPA1A",2
"GO:1990840","GO:1990840","response to lectin","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"KLRC2/KLRK1",2
"GO:1990858","GO:1990858","cellular response to lectin","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"KLRC2/KLRK1",2
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","2/80","23/18870",0.00423861971920762,0.0131561135814964,0.00664572187437263,"EDN1/IL1B",2
"GO:0051961","GO:0051961","negative regulation of nervous system development","4/80","155/18870",0.00426956426759885,0.0132375342468931,0.00668685097330458,"IL1B/IL6/TNF/DKK1",4
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","3/80","77/18870",0.00428408549238424,0.0132679119604271,0.00670219607002142,"CCL2/TNF/THBS1",3
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","4/80","156/18870",0.004368012431067,0.0135129371353163,0.00682596888137992,"FASLG/PMAIP1/TNF/S100A8",4
"GO:0019233","GO:0019233","sensory perception of pain","3/80","78/18870",0.00444198169806589,0.0137115676811726,0.00692630575939019,"CCL2/TNF/CXCR4",3
"GO:0060191","GO:0060191","regulation of lipase activity","3/80","78/18870",0.00444198169806589,0.0137115676811726,0.00692630575939019,"CCL5/CD86/C5AR1",3
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","4/80","158/18870",0.00456948772831303,0.014051477597564,0.00709800895674293,"CCL2/CXCL10/EDN1/IFNG",4
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","4/80","158/18870",0.00456948772831303,0.014051477597564,0.00709800895674293,"EDN1/FOS/PMAIP1/EPAS1",4
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway","5/80","255/18870",0.00457210769817499,0.014051477597564,0.00709800895674293,"NFKBIA/TNF/HSPA1A/KLRC2/KLRK1",5
"GO:0003015","GO:0003015","heart process","5/80","255/18870",0.00457210769817499,0.014051477597564,0.00709800895674293,"EDN1/TNF/CXCR4/ADM/EPAS1",5
"GO:1902074","GO:1902074","response to salt","6/80","366/18870",0.00460183772720564,0.0140641772387423,0.00710442409466735,"EDN1/FOS/IL1B/TNF/THBS1/SOD2",6
"GO:0006925","GO:0006925","inflammatory cell apoptotic process","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"FASLG/IL6",2
"GO:0009651","GO:0009651","response to salt stress","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"TNF/FBP1",2
"GO:0032891","GO:0032891","negative regulation of organic acid transport","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"TNF/THBS1",2
"GO:0035902","GO:0035902","response to immobilization stress","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"FOS/SOD2",2
"GO:0042501","GO:0042501","serine phosphorylation of STAT protein","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"IFNG/LIF",2
"GO:2001026","GO:2001026","regulation of endothelial cell chemotaxis","2/80","24/18870",0.00461128773117893,0.0140641772387423,0.00710442409466735,"THBS1/SMOC2",2
"GO:0048285","GO:0048285","organelle fission","7/80","488/18870",0.00463496297282275,0.0141210531352051,0.00713315456943152,"EDN1/IL1B/TNF/DUSP1/HSPA1A/LIF/CDK1",7
"GO:0008643","GO:0008643","carbohydrate transport","4/80","159/18870",0.00467253651189707,0.0142201029923281,0.00718318893543623,"EDN1/IL1B/TNF/C3",4
"GO:0009306","GO:0009306","protein secretion","6/80","368/18870",0.00472434063052336,0.0143622000337014,0.00725496829567724,"CCL5/IFNG/IL1B/IL6/TNF/PRF1",6
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","6/80","369/18870",0.00478648768438775,0.0145197018417335,0.00733452926969955,"CCL5/NFKBIA/TNF/HSPA1A/KLRC2/KLRK1",6
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","6/80","369/18870",0.00478648768438775,0.0145197018417335,0.00733452926969955,"CCL5/IFNG/IL1B/IL6/TNF/PRF1",6
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","3/80","81/18870",0.00493670570986707,0.0149592301391765,0.00755655401907773,"IFNG/TNF/ADM",3
"GO:0009110","GO:0009110","vitamin biosynthetic process","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"IFNG/TNF",2
"GO:0010623","GO:0010623","programmed cell death involved in cell development","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"FASLG/IL1B",2
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"CXCL10/TNF",2
"GO:0060586","GO:0060586","multicellular organismal-level iron ion homeostasis","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"SOD2/EPAS1",2
"GO:0070233","GO:0070233","negative regulation of T cell apoptotic process","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"CCL5/IL7R",2
"GO:0072576","GO:0072576","liver morphogenesis","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"IL6/TNF",2
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","2/80","25/18870",0.00499854923741083,0.0150331100726842,0.00759387396825177,"IFNG/TNF",2
"GO:0071695","GO:0071695","anatomical structure maturation","5/80","261/18870",0.00504079835191268,0.0151439599684735,0.00764986904405099,"EDN1/CCL21/SPINK1/C3/EPAS1",5
"GO:0007254","GO:0007254","JNK cascade","4/80","163/18870",0.00510038916076054,0.0152902808458659,0.00772378204651486,"IL1B/TNF/CCL21/CCR7",4
"GO:0030307","GO:0030307","positive regulation of cell growth","4/80","163/18870",0.00510038916076054,0.0152902808458659,0.00772378204651486,"EDN1/IL2/CXCR4/S100A8",4
"GO:0016049","GO:0016049","cell growth","7/80","497/18870",0.00511449627619904,0.0153162260552698,0.00773688809372271,"EDN1/IL2/CXCR4/HSPA1A/SERPINE2/S100A8/FBP1",7
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","7/80","500/18870",0.00528238208722461,0.0157909659346683,0.00797669973578644,"NFKBIA/TNF/HSPA1A/KLRC2/KLRK1/C5AR1/CCR7",7
"GO:0007492","GO:0007492","endoderm development","3/80","83/18870",0.00528426770330659,0.0157909659346683,0.00797669973578644,"MMP9/DUSP1/DKK1",3
"GO:0071692","GO:0071692","protein localization to extracellular region","6/80","377/18870",0.00530561524274027,0.0158379099010174,0.00800041316316783,"CCL5/IFNG/IL1B/IL6/TNF/PRF1",6
"GO:0035051","GO:0035051","cardiocyte differentiation","4/80","165/18870",0.00532385814680041,0.0158754963209791,0.00801939968922444,"EDN1/VCAM1/DKK1/CDK1",4
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","5/80","265/18870",0.00537162540969939,0.0159845922003323,0.00807450873547353,"FASLG/IL1B/TNF/CCL21/CCR7",5
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"IL1B/IL6",2
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"TNF/CXCR4",2
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"CCL21/CCR7",2
"GO:1901028","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"IER3/HSPA1A",2
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"CCL21/CCR7",2
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell","2/80","26/18870",0.00540027696622119,0.0159845922003323,0.00807450873547353,"IL6/TNF",2
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","5/80","266/18870",0.00545667999654187,0.0161175752999854,0.00814168424964131,"ATF3/CXCL8/PMAIP1/THBS1/HSPA1A",5
"GO:0050708","GO:0050708","regulation of protein secretion","5/80","266/18870",0.00545667999654187,0.0161175752999854,0.00814168424964131,"CCL5/IFNG/IL1B/IL6/TNF",5
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","3/80","84/18870",0.00546343504935905,0.0161205767370269,0.00814320040528084,"EDN1/IFNG/SOD2",3
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","4/80","167/18870",0.00555380037083894,0.0163528566474702,0.00826053503242954,"IL10/NFKBIA/ID1/CYP1B1",4
"GO:0048639","GO:0048639","positive regulation of developmental growth","4/80","167/18870",0.00555380037083894,0.0163528566474702,0.00826053503242954,"EDN1/IL7/CXCR4/CDK1",4
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity","3/80","85/18870",0.00564622004862733,0.0166075728969572,0.00838920322463448,"CCL2/EDN1/IFNG",3
"GO:1990845","GO:1990845","adaptive thermogenesis","4/80","168/18870",0.00567122473341216,0.016663671836982,0.00841754122510415,"CXCR4/ID1/EPAS1/G0S2",4
"GO:0003018","GO:0003018","vascular process in circulatory system","5/80","269/18870",0.00571756878280935,0.0167822891441081,0.00847745995625254,"EDN1/TNF/CLDN5/SOD2/ADM",5
"GO:0001783","GO:0001783","B cell apoptotic process","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL10/IL2",2
"GO:0007205","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"EDN1/IL2",2
"GO:0010460","GO:0010460","positive regulation of heart rate","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"EDN1/ADM",2
"GO:0032740","GO:0032740","positive regulation of interleukin-17 production","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL2/IL6",2
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"CD86/CD40LG",2
"GO:0042104","GO:0042104","positive regulation of activated T cell proliferation","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL2/IL2RA",2
"GO:0050995","GO:0050995","negative regulation of lipid catabolic process","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL1B/TNF",2
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL10/ADM",2
"GO:0090330","GO:0090330","regulation of platelet aggregation","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"IL6/SERPINE2",2
"GO:0150146","GO:0150146","cell junction disassembly","2/80","27/18870",0.00581634443922105,0.0168956685933526,0.00853473281888639,"DKK1/C3",2
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","3/80","86/18870",0.00583264221328473,0.0169255082408232,0.00854980611516727,"FOS/IL10/TNF",3
"GO:0010952","GO:0010952","positive regulation of peptidase activity","4/80","170/18870",0.00591103099606227,0.017135279739875,0.00865577077040024,"FASLG/PMAIP1/TNF/S100A8",4
"GO:0032088","GO:0032088","negative regulation of NF-kappaB transcription factor activity","3/80","87/18870",0.00602272061799668,0.0174230918804868,0.00880115712836417,"IL10/NFKBIA/CYP1B1",3
"GO:0033077","GO:0033077","T cell differentiation in thymus","3/80","87/18870",0.00602272061799668,0.0174230918804868,0.00880115712836417,"IL1B/IL7R/CCR7",3
"GO:0051048","GO:0051048","negative regulation of secretion","4/80","172/18870",0.00615751463138384,0.0177947104933716,0.00898887775948171,"EDN1/IL1B/TNF/LIF",4
"GO:0007202","GO:0007202","activation of phospholipase C activity","2/80","28/18870",0.00624662596701294,0.0179598488652399,0.00907229629212245,"CD86/C5AR1",2
"GO:0015732","GO:0015732","prostaglandin transport","2/80","28/18870",0.00624662596701294,0.0179598488652399,0.00907229629212245,"EDN1/IL1B",2
"GO:0034698","GO:0034698","response to gonadotropin","2/80","28/18870",0.00624662596701294,0.0179598488652399,0.00907229629212245,"EDN1/CYP1B1",2
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","2/80","28/18870",0.00624662596701294,0.0179598488652399,0.00907229629212245,"NFKBIA/HSPA1A",2
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","2/80","28/18870",0.00624662596701294,0.0179598488652399,0.00907229629212245,"CCL5/IL10",2
"GO:0002218","GO:0002218","activation of innate immune response","5/80","276/18870",0.00636042431002576,0.0182683352626405,0.00922812611119871,"NFKBIA/TNF/HSPA1A/KLRC2/KLRK1",5
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","4/80","174/18870",0.00641075554296304,0.0183656494144429,0.00927728369738959,"CCL2/TNF/CA2/SERPINE2",4
"GO:0071453","GO:0071453","cellular response to oxygen levels","4/80","174/18870",0.00641075554296304,0.0183656494144429,0.00927728369738959,"EDN1/FOS/PMAIP1/EPAS1",4
"GO:0006096","GO:0006096","glycolytic process","3/80","89/18870",0.00641392028322124,0.0183656494144429,0.00927728369738959,"IER3/IFNG/FBP1",3
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","4/80","175/18870",0.00653993466772324,0.0187074098590984,0.00944992167659013,"EDN1/CCL21/HSPA1A/CCR7",4
"GO:0010657","GO:0010657","muscle cell apoptotic process","3/80","90/18870",0.00661507754219602,0.0189031056114228,0.00954877606347939,"EDN1/IFNG/SOD2",3
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","4/80","176/18870",0.00667083261073883,0.0190232890440831,0.00960948591235841,"ATF3/IL1B/DUSP1/LIF",4
"GO:0002710","GO:0002710","negative regulation of T cell mediated immunity","2/80","29/18870",0.00669099664491069,0.0190232890440831,0.00960948591235841,"CD80/IL7R",2
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2/80","29/18870",0.00669099664491069,0.0190232890440831,0.00960948591235841,"NFKBIA/HSPA1A",2
"GO:0045830","GO:0045830","positive regulation of isotype switching","2/80","29/18870",0.00669099664491069,0.0190232890440831,0.00960948591235841,"IL2/TNFSF13",2
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","2/80","29/18870",0.00669099664491069,0.0190232890440831,0.00960948591235841,"KLRC2/KLRK1",2
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","3/80","91/18870",0.00681996304618628,0.0193507840371083,0.0097749177950655,"NFKBIA/KLRC2/KLRK1",3
"GO:0032273","GO:0032273","positive regulation of protein polymerization","3/80","91/18870",0.00681996304618628,0.0193507840371083,0.0097749177950655,"CCL21/HSPA1A/CCR7",3
"GO:0031640","GO:0031640","killing of cells of another organism","3/80","92/18870",0.00702859374309906,0.0198824973055038,0.0100435091595882,"IFNG/CCL13/PRF1",3
"GO:0140747","GO:0140747","regulation of ncRNA transcription","3/80","92/18870",0.00702859374309906,0.0198824973055038,0.0100435091595882,"FOS/IL10/TNF",3
"GO:0141061","GO:0141061","disruption of cell in another organism","3/80","92/18870",0.00702859374309906,0.0198824973055038,0.0100435091595882,"IFNG/CCL13/PRF1",3
"GO:0015718","GO:0015718","monocarboxylic acid transport","4/80","179/18870",0.00707393599633499,0.019990629993667,0.0100981316563164,"EDN1/IL1B/TNF/THBS1",4
"GO:0002507","GO:0002507","tolerance induction","2/80","30/18870",0.00714933234868072,0.0201025771445887,0.0101546810031311,"IL2RA/ICOS",2
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","2/80","30/18870",0.00714933234868072,0.0201025771445887,0.0101546810031311,"THBS1/SPINK1",2
"GO:0039694","GO:0039694","viral RNA genome replication","2/80","30/18870",0.00714933234868072,0.0201025771445887,0.0101546810031311,"CXCL8/APOBEC3A",2
"GO:0043032","GO:0043032","positive regulation of macrophage activation","2/80","30/18870",0.00714933234868072,0.0201025771445887,0.0101546810031311,"IL10/THBS1",2
"GO:0045948","GO:0045948","positive regulation of translational initiation","2/80","30/18870",0.00714933234868072,0.0201025771445887,0.0101546810031311,"CCL5/TNF",2
"GO:0048525","GO:0048525","negative regulation of viral process","3/80","93/18870",0.00724098616744486,0.0203399301443526,0.0102745782670691,"CCL5/TNF/APOBEC3A",3
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","4/80","181/18870",0.00735144170572021,0.0206295701811869,0.010420887974458,"TNF/ID1/THBS1/CYP1B1",4
"GO:0045165","GO:0045165","cell fate commitment","5/80","286/18870",0.00736478128723317,0.0206463778800778,0.0104293782699762,"EDN1/IL6/IL7/DKK1/EPAS1",5
"GO:0032411","GO:0032411","positive regulation of transporter activity","3/80","94/18870",0.00745715644425637,0.020884498955051,0.0105496635219159,"CCL2/EDN1/IFNG",3
"GO:1903532","GO:1903532","positive regulation of secretion by cell","5/80","288/18870",0.00757820877244053,0.0211758860854852,0.010696855761831,"EDN1/IFNG/IL1B/SPINK1/KLRC2",5
"GO:0001562","GO:0001562","response to protozoan","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"IER3/IL10",2
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"CD80/IL1B",2
"GO:0032682","GO:0032682","negative regulation of chemokine production","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"IL10/IL6",2
"GO:0035767","GO:0035767","endothelial cell chemotaxis","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"THBS1/SMOC2",2
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"CCL21/CCR7",2
"GO:0060325","GO:0060325","face morphogenesis","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"DKK1/CLDN5",2
"GO:1900017","GO:1900017","positive regulation of cytokine production involved in inflammatory response","2/80","31/18870",0.00762150973030455,0.0211758860854852,0.010696855761831,"IL6/TNF",2
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","4/80","184/18870",0.00778104340978609,0.0215977776068074,0.0109099714129308,"EDN1/CCL21/HSPA1A/CCR7",4
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","6/80","410/18870",0.00789227204556346,0.0218848886238774,0.0110550036030753,"FOS/ID1/THBS1/DKK1/CLDN5/HSPA1A",6
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","3/80","96/18870",0.00790089303133541,0.0218871878944982,0.0110561650640923,"IL7R/KLRC2/KLRK1",3
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","2/80","32/18870",0.00810740621376261,0.0223930226690847,0.0113116840823392,"EDN1/IL1B",2
"GO:0002360","GO:0002360","T cell lineage commitment","2/80","32/18870",0.00810740621376261,0.0223930226690847,0.0113116840823392,"IL6/IL7",2
"GO:0046457","GO:0046457","prostanoid biosynthetic process","2/80","32/18870",0.00810740621376261,0.0223930226690847,0.0113116840823392,"EDN1/IL1B",2
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","4/80","188/18870",0.00837913902650724,0.0231208266458338,0.0116793293431204,"IER3/IFNG/PMAIP1/FBP1",4
"GO:0048511","GO:0048511","rhythmic process","5/80","296/18870",0.00847520703483012,0.0233629603148556,0.011801641529829,"TNF/ID1/A2M/CYP1B1/CDK1",5
